species_guess,iconic_taxon_name,count
Phylloscopus xanthoschistos albosuperciliaris,Aves,1
Phyllostachys,Plantae,1
Phymonotus jacintotopos,Insecta,1
Physalaemus albifrons,Amphibia,1
Physalaemus albonotatus,Amphibia,1
Physalaemus barrioi,Amphibia,1
Physalaemus bokermanni,Amphibia,1
Physalaemus centralis,Amphibia,1
Physalaemus cicada,Amphibia,1
Physalaemus gracilis,Amphibia,1
Physalaemus marmoratus,Amphibia,1
Phyllomimus,Insecta,1
Phyllomedusa iheringii,Amphibia,1
Phyllomedusa distincta,Amphibia,1
Phrygilus gayi minor,Aves,1
Philippinenhaubenadler,Aves,1
Philippinenkielralle,Aves,1
Philippines Long-tailed Shrike,Aves,1
Phillipines large billed crow,Aves,1
Phoebes,Aves,1
Phoeniculus purpureus angolensis,Aves,1
Phoenicurus fuliginosus affinis,Aves,1
Pholidoptère cendrée,Insecta,1
Phoracantha acanthocera,Insecta,1
Phrygilus patagonicus,Aves,1
Phyllomedusa camba,Amphibia,1
Phrynobatrachus,Amphibia,1
Phrynobatrachus discogularis,Amphibia,1
Phrynobatrachus minutus,Amphibia,1
Phrynobatrachus ukingensis,Amphibia,1
Phrynomantis affinis,Amphibia,1
Phyllastrephus terrestris terrestris,Aves,1
Phyllergates cucullatus cucullatus,Aves,1
Phyllodytes gyrinaethes,Amphibia,1
Phyllodytes luteolus,Amphibia,1
Physalaemus spiniger,Amphibia,1
Phytolacca rugosa,Plantae,1
Picogrueso encapuchado,Aves,1
Phyzelaphryne miriamae,Amphibia,1
Picaflor Enmascarado,Aves,1
Picaflor Vientre Blanco,Aves,1
Picaflor del Norte,Aves,1
Picaflor vientre blanco,Aves,1
Picafollas europeo,Aves,1
Picapalo colorado,Aves,1
Picapauzinho-verde-carijó,Aves,1
Picapeixe,Aves,1
Picazuro Pigeon,Aves,1
Picchio Rosso Maggiore,Aves,1
Picchio rosso di Siria,Aves,1
Picchio rosso mezzano,Aves,1
Picchio rosso minore,Aves,1
Picchio verde,Aves,1
Pichororé,Aves,1
Pico de plata,Aves,1
Picogordo,Aves,1
Picogordo Degollado,Aves,1
Picogordo amarillo,Aves,1
Picogordo azul,Aves,1
Picogordo cuello rojo,Aves,1
Pica-paus · Woodpeckers,Aves,1
Pica-pau-mosqueado,Aves,1
Pica-pau-galego,Aves,1
Pica hudsonia,Aves,1
Piadeira-comum,Aves,1
Piapia,Aves,1
Pibí oriental,Aves,1
Pic barré,Aves,1
Pic cendré,Aves,1
Pic Épeiche · Great Spotted Woodpecker · Dzięcioł Duży,Aves,1
Pic à ventre roux,Aves,1
Pic épeichette,Aves,1
Pica das árbores,Aves,1
Pica nuttalli,Aves,1
Pica-pau-de-topete-vermelho,Aves,1
Pica pica fennorum,Aves,1
Pica pica melanotos,Aves,1
Pica pica pica,Aves,1
Pica-Pau-Branco,Aves,1
Pica-Pau-Dourado,Aves,1
Pica-pau-anão-de-coleira,Aves,1
Pica-pau-anão-escamado,Aves,1
Pica-pau-bufador,Aves,1
Pica-pau-de-cara-canela,Aves,1
Paradise Tanager,Aves,1
Paradise Riflebird,Aves,1
Paradise Jacamar,Aves,1
Oecanthus argentinus,Insecta,1
Oecanthus forbesi,Insecta,1
Oecanthus longicauda,Insecta,1
Oecanthus nigricornis,Insecta,1
Oecanthus quadripunctatus,Insecta,1
Oedaleonotus,Insecta,1
Oedemera,Insecta,1
Oenanthe leucura,Aves,1
Oenanthe oenanthe,Aves,1
Oeverloper,Aves,1
Ognorhynchus icterotis,Aves,1
Oie cendrée,Aves,1
Oie des Neiges,Aves,1
Oie rieuse,Aves,1
Oiseaux · Birds,Aves,1
Okanagana arboraria,Insecta,1
Okanagana arctostaphylae,Insecta,1
Okanagana bella,Insecta,1
Okanagana formosa,Insecta,1
Okanagana fratercula,Insecta,1
Okanagana occidentalis,Insecta,1
Okanagana vandykei,Insecta,1
Oecanthus filiger,Insecta,1
Oecanthus allardi,Insecta,1
Orange-breasted Thornbird,Aves,1
Oecanthus alexanderi,Insecta,1
Ocellated Tapaculo,Aves,1
Ocellated Thrasher,Aves,1
Ocellated Woodcreeper,Aves,1
Ochraceous-breasted Flycatcher,Aves,1
Ochre-backed Woodpecker,Aves,1
Ochre-breasted Foliage-Gleaner,Aves,1
Ochre-faced Tody-Flycatcher,Aves,1
Ochre-flanked Tapaculo,Aves,1
Ochre-marked Parakeet,Aves,1
Ochre-rumped Antbird,Aves,1
Ochrilidia kraussi,Insecta,1
Ochrilidia pruinosa,Insecta,1
Ochthoeca cinnamomeiventris,Aves,1
Odocoileus virginianus borealis,Mammalia,1
Odontomachus haematodus,Insecta,1
Odontophrynus asper,Amphibia,1
Odontotaenius,Insecta,1
Odontotaenius disjunctus,Insecta,1
Odontoxiphidium,Insecta,1
Odopoea cariboea,Insecta,1
Odopoea vacillans,Insecta,1
Okanagana venusta,Insecta,1
Okanagodes,Insecta,1
Old World Nightjars,Aves,1
Old World Orioles,Aves,1
Olive-green Tanager,Aves,1
Olivengrå Myrepitta,Aves,1
Olivrückendickkopf,Aves,1
Ollanta modesta,Insecta,1
Ololygon,Amphibia,1
Ololygon skaios,Amphibia,1
Olympisches Murmeltier,Mammalia,1
Ommatolampidinae,Insecta,1
Omocestus raymondi,Insecta,1
Oncideres,Insecta,1
Onitis caffer,Insecta,1
Oophaga pumilio,Amphibia,1
Oophaga sylvatica,Amphibia,1
Opatrinus,Insecta,1
Oporornis agilis,Aves,1
Orange River Pied Wagtail,Aves,1
Orange River White-eye,Aves,1
Orange-backed Troupial,Aves,1
Orange-bellied Buzzer,Insecta,1
Orange-bellied Euphonia,Aves,1
Orange-breasted Bunting,Aves,1
Olive-gray Saltator,Aves,1
Olive-flanked Robin-Chat,Aves,1
Olive-crowned Yellowthroat (Chiriqui),Aves,1
Olive Frog,Amphibia,1
Old World Parrots,Aves,1
Old World Pigeons,Aves,1
Old World Sparrows,Aves,1
Oligoglena gogalai,Insecta,1
Oligoglena iphigenia,Insecta,1
Olingos,Mammalia,1
Olinguito,Mammalia,1
Olivaceous Greenlet,Aves,1
Olivaceous Woodcreeper,Aves,1
Olive Honeyeater,Aves,1
Olive-crowned Yellowthroat,Aves,1
Olive Spinetail,Aves,1
Olive Whistler (Tasmania),Aves,1
Olive-backed Euphonia,Aves,1
Olive-backed Sunbird,Aves,1
Olive-backed Tailorbird,Aves,1
Olive-backed Towhee,Aves,1
Olive-backed Woodcreeper,Aves,1
Olive-bellied Sunbird,Aves,1
Olive-chested Flycatcher,Aves,1
Ocellated Antbird,Aves,1
Occhione,Aves,1
Oca grigia,Aves,1
Northern Spadefoot Toad,Amphibia,1
Northern Elephant Seal · Elefante Marino Norteño,Mammalia,1
Northern Emerald-Toucanet,Aves,1
Northern Fantail,Aves,1
Northern Fin Whale,Mammalia,1
Northern Galah,Aves,1
Northern Gelada,Mammalia,1
Northern Hemisphere Crayfishes,Animalia,1
Northern Laughing Tree Frog,Amphibia,1
Northern Lion,Mammalia,1
Northern Piratic Flycatcher,Aves,1
Northern Plains Grey Langur,Mammalia,1
Northern Potoo,Aves,1
Northern Pygmy-Owl (Mountain),Aves,1
Northern Red-tailed Black Cockatoo,Aves,1
Northern Robin,Aves,1
Northern Rubber Boa,Reptilia,1
Northern Screamer,Aves,1
Northern Seaside Sparrow,Aves,1
Northern Sharp-shinned Hawk,Aves,1
Northern Slaty-Antshrike,Aves,1
Northern Slimy Salamander,Amphibia,1
Northern Double Drummer,Insecta,1
Northern Common Raven,Aves,1
Northern Cloudywing,Insecta,1
Northern Aerial Yellowjacket,Insecta,1
North American Coot,Aves,1
North American Hoary Bat,Mammalia,1
North American Red Squirrel,Mammalia,1
North Atlantic Right Whale,Mammalia,1
North Eurasian raven,Aves,1
North Island Kokako,Aves,1
North Island Weka,Aves,1
North Moluccan Pitta,Aves,1
Northeastern Brown Creeper,Aves,1
Northern Amber Bumble Bee,Insecta,1
Northern Chestnut-backed Chickadee,Aves,1
Northern American Kestrel,Aves,1
Northern Barred-Woodcreeper,Aves,1
Northern Black Racer,Reptilia,1
Northern Black-necked Stilt,Aves,1
Northern Boobook,Aves,1
Northern Brownbul,Aves,1
Northern Burrowing Frog,Amphibia,1
Northern Carmine Bee-eater,Aves,1
Northern Chamois,Mammalia,1
Northern Snoring Cicada,Insecta,1
Northern Spotted Owl,Aves,1
Oca Cignoide Domestica,Aves,1
Northern Territory Frog,Amphibia,1
Nyctidromus albicollis,Aves,1
Nyctimystes montanus,Amphibia,1
Nyctinomops laticaudatus,Mammalia,1
Nyctiphrynus ocellatus,Aves,1
Nyctophilus nebulosus,Mammalia,1
Nylanderia parvula,Insecta,1
Nymphargus pijao,Amphibia,1
Nymphargus rosada,Amphibia,1
Nymphicus hollandicus,Aves,1
Nymphicus hollandicus (domestic type),Aves,1
Nymphicus hollandicus domesticus,Aves,1
Näktergal,Aves,1
Nördlicher Weißbrustigel,Mammalia,1
Nötväcka,Aves,1
Nęk świerszczojad,Insecta,1
Oahu Elepaio,Aves,1
Oak Toad,Amphibia,1
Oats,Plantae,1
Oaxaca Sparrow,Aves,1
Obični cvrčak,Insecta,1
Oblong Woolcarder Bee,Insecta,1
Nycticorax nycticorax hoactli,Aves,1
-,Mammalia,1
Nyctalus lasiopterus,Mammalia,1
Northwestern Garter Snake,Reptilia,1
Northern Variable Pitohui,Aves,1
Northern White-eyed Vireo,Aves,1
Northern White-faced Owl,Aves,1
Northern White-tailed Deer,Mammalia,1
Northern Yellow Sac Spider,Arachnida,1
Northern Yellow Warbler,Aves,1
Northern Yellow Warbler [aestiva],Aves,1
Northern highbush blueberry,Plantae,1
Northern saw-whet owl,Aves,1
Northwestern Red-winged Blackbird,Aves,1
Nyctalus aviator,Mammalia,1
Northwestern Wolf,Mammalia,1
Nucifraga caryocatactes,Aves,1
Nucifraga caryocatactes macrorhynchos,Aves,1
Nuco,Aves,1
Nudilla,Insecta,1
Numenius phaeopus phaeopus,Aves,1
Nutria,Mammalia,1
Nuttall's Snapdragon,Plantae,1
Nuttall's × Ladder-backed Woodpecker,Aves,1
Orange-breasted Fruiteater,Aves,1
Orange-breasted Trogon,Aves,1
Paracardiophorus,Insecta,1
Pale-billed Hornero,Aves,1
Pale-chinned Flycatcher,Aves,1
Pale-crested Woodpecker,Aves,1
Pale-edged Flycatcher,Aves,1
Pale-headed Rosella,Aves,1
Pale-legged Warbler,Aves,1
Pale-legged Weeping Frog,Amphibia,1
Pale-yellow Robin,Aves,1
Palestine Sunbird,Aves,1
Pallas's Pika,Mammalia,1
Pallas's Squirrel,Mammalia,1
Pallid Spinetail,Aves,1
Palm Civets and Binturongs,Mammalia,1
Palm Crow,Aves,1
Palm Rocket Frog,Amphibia,1
Palm Squirrels,Mammalia,1
Palmentangare · Palm Tanager,Aves,1
Paloma Peruana,Aves,1
Paloma Turca de Collar,Aves,1
Paloma ala manchada,Aves,1
Paloma asiática bravía,Aves,1
Paloma corona blanca,Aves,1
Pale-billed Woodpecker,Aves,1
Pale-bellied Tapaculo,Aves,1
Orange-cheeked Parrot,Aves,1
Pale Thrush,Aves,1
Paddyfield Warbler,Aves,1
Padre's Shooting Star,Plantae,1
Pagiphora,Insecta,1
Pagiphora annulata,Insecta,1
Paharia zevara,Insecta,1
Painted Antnest Frog,Amphibia,1
Painted Forest Toadlet,Amphibia,1
Painted Francolin,Aves,1
Painted Globular Frog,Amphibia,1
Painted Hickory Borer,Insecta,1
Painted Honeyeater,Aves,1
Painted Jezebel,Insecta,1
Painted Meadow Grasshopper,Insecta,1
Painted Trilling Frog,Amphibia,1
Painted Turtle,Reptilia,1
Pajonalera pico curvo,Aves,1
Palapsalta virgulata,Insecta,1
Palau Fantail,Aves,1
Pale Baywing,Aves,1
Pale Blue Flycatcher (Unicolored),Aves,1
Pale Brittlestem,Fungi,1
Paloma de collar africana,Aves,1
Paloma de collar turca,Aves,1
Paloma doméstica,Aves,1
Paloma morada,Aves,1
Papamoscas Garganta Ceniza,Aves,1
Papamoscas Mexicano,Aves,1
Papamoscas Rayado Chico,Aves,1
Papamoscas Rayados,Aves,1
Papamoscas Triste,Aves,1
Papamoscas Verdoso,Aves,1
Papamoscas Viajero,Aves,1
Papamoscas cerrojillo,Aves,1
Papamoscas cincento,Aves,1
Papamoscas yucateco,Aves,1
Paperbark Flycatcher,Aves,1
Paprastasis grambuolys,Insecta,1
Paprastasis suopis,Aves,1
Paprastasis varnėnas,Aves,1
Paprastoji karietaitė,Aves,1
Paprastoji kiauliukė,Aves,1
Paprastoji medšarkė,Aves,1
Paprastoji voverė,Mammalia,1
Papuxa das amoras,Aves,1
Paquinhas,Insecta,1
Parabuteo unicinctus unicinctus,Aves,1
Papamoscas Amarillo del Pacífico,Aves,1
Papamoscas Amarillo Norteño,Aves,1
Papamoscas Amarillo Barranqueño,Aves,1
Panama Yellow-crowned Parrot,Aves,1
Paloma perdiz de Martinica,Aves,1
Paloma turca,Aves,1
Palomas,Aves,1
Palomita cordillerana,Aves,1
Pampas Fox,Mammalia,1
Pampas Zorro,Mammalia,1
Pan troglodytes schweinfurthii,Mammalia,1
Pan troglodytes verus,Mammalia,1
Panacanthus pallicornis,Insecta,1
Pantanal Snipe,Aves,1
Papamoscas,Aves,1
Pantropical Huntsman Spider,Arachnida,1
Panus,Fungi,1
Papa-amoras-comum,Aves,1
Papa-capim-de-costas-cinzas,Aves,1
Papa-formiga-do-igarapé,Aves,1
Papa-lagarta-norte-americano,Aves,1
Papa-moscas-comum,Aves,1
Papagaio-campeiro,Aves,1
Papagaio-do-mangue,Aves,1
Paddy Field Frog,Amphibia,1
Pacific shore cricket,Insecta,1
Pacific Tuftedcheek,Aves,1
Orophus,Insecta,1
Oriental Skylark,Aves,1
Orientopsaltria fangrayae,Insecta,1
Orinoco Softtail,Aves,1
Orioles,Aves,1
Oriolus chinensis broderipi,Aves,1
Oriolus chinensis celebensis,Aves,1
Oriolus consanguineus malayanus,Aves,1
Oriolus flavocinctus,Aves,1
Oriolus tenuirostris invisus,Aves,1
Oriolus xanthonotus xanthonotus,Aves,1
Oriolus xanthornus xanthornus,Aves,1
Oriturus superciliosus,Aves,1
Orman Toygarı,Aves,1
Ornate Hawk-Eagle,Aves,1
Ornate Pitta,Aves,1
Ornate Stipplethroat,Aves,1
Ornebius,Insecta,1
Ornebius alatus,Insecta,1
Ornebius bimaculatus,Insecta,1
Ornebius robustus,Insecta,1
Orocharis,Insecta,1
Oriental Pied-Hornbill (Southern),Aves,1
Oriental Honey-buzzard,Aves,1
Oriental Honey-Buzzard,Aves,1
Orangequit,Aves,1
Orange-cheeked Waxbill,Aves,1
Orange-collared Manakin,Aves,1
Orange-eyed Flatbill,Aves,1
Orange-fronted Yellow-Finch,Aves,1
Orange-headed Tanager,Aves,1
Orange-headed Thrush,Aves,1
Orange-margined Cicada,Insecta,1
Orange-rumped Bumble Bee,Insecta,1
Orangebrusttrogon,Aves,1
Orca,Mammalia,1
Oriental Forest Lizards,Reptilia,1
Orchelimum superbum,Insecta,1
Orchelimum unispina,Insecta,1
Orchelimum vulgare,Insecta,1
Orecchione eurasiatico,Mammalia,1
Oreillard Gris,Mammalia,1
Oreillard Roux,Mammalia,1
Oreobates quixensis,Amphibia,1
Oriental Bay-Owl,Aves,1
Oriental Dollarbird,Aves,1
Orochelidon flavipes,Aves,1
Orophus tessellatus,Insecta,1
Pacific Imperial-Pigeon,Aves,1
Oropéndola cabeza castaña,Aves,1
Ouistiti à Toupets Blancs,Mammalia,1
Oustalet's Tyrannulet,Aves,1
Outarde Canepetière,Aves,1
Ovate Shieldback,Insecta,1
Oxapampa Antpitta,Aves,1
Oysterlings,Fungi,1
PISI,Aves,1
PInk-browed Rosefinch,Aves,1
Pacarina,Insecta,1
Pacarina schumanni,Insecta,1
Pachycephala fuliginosa fuliginosa,Aves,1
Pachycephala rufogularis,Aves,1
Pachydactylus kladaroderma,Reptilia,1
Pachygrapsus,Animalia,1
Pachypsaltria,Insecta,1
Pacific Banana Slug,Mollusca,1
Pacific Black Duck × Mallard hybrid,Aves,1
Pacific Dogwood,Plantae,1
Pacific Dune-Digger,Insecta,1
Pacific Dunlin,Aves,1
Pacific Golden Plover,Aves,1
Otway Forester,Aves,1
Otus spilocephalus hambroecki,Aves,1
Otus lettia,Aves,1
Oryctini,Insecta,1
Oropéndola europea,Aves,1
Orphulellini,Insecta,1
Ortalis squamata,Aves,1
Ortalis vetula,Aves,1
Orthosoma brunneum,Insecta,1
Orthotomus atrogularis nitidus,Aves,1
Orthotomus derbianus derbianus,Aves,1
Orthotomus ruficeps borneoensis,Aves,1
Orthotomus sutorius inexpectatus,Aves,1
Osmia bicolor,Insecta,1
Otus lempiji condorensis,Aves,1
Osprey (carolinensis),Aves,1
Osteocephalus,Amphibia,1
Osteocephalus leprieurii,Amphibia,1
Osteopilus septentrionalis,Amphibia,1
Otago Speargrass Cicada,Insecta,1
Oter,Mammalia,1
Otomi tree cricket,Insecta,1
Otters,Mammalia,1
Otus elegans elegans,Aves,1
Plain Xenops,Aves,1
Plain-mantled Tit-Spinetail,Aves,1
Grey Peacock-Pheasant,Aves,1
Red-tailed Bumble Bee,Insecta,1
Red-thighed Thin-toed Frog,Amphibia,1
Red-throated Sunbird,Aves,1
Red-webbed Treefrog,Amphibia,1
Red-winged Fairywren,Aves,1
Red-winged Lark,Aves,1
Red-winged Parrot,Aves,1
Redtailed Cicada,Insecta,1
Reed Parrotbill,Aves,1
Reedgrasses,Plantae,1
Regenbogenspint,Aves,1
Regent Bowerbird,Aves,1
Regent Honeyeater,Aves,1
Regolo,Aves,1
Regolo comune,Aves,1
Regulus ignicapilla,Aves,1
Regulus ignicapilla ignicapilla,Aves,1
Regulus regulus japonensis,Aves,1
Reichenbach's Sunbird,Aves,1
Reiherente,Aves,1
Reinita común,Aves,1
Rela-comum,Amphibia,1
Red-tailed Tropicbird,Aves,1
Red-stemmed Feather Moss,Plantae,1
Red-faced Mousebird,Aves,1
Red-stained Woodpecker,Aves,1
Red-femured Milkweed Borer,Insecta,1
Red-flowering Currant,Plantae,1
Red-fronted Coot,Aves,1
Red-gartered Coot,Aves,1
Red-headed Tit,Aves,1
Red-headed Woodpecker (Melanerpes erythrocephalus),Aves,1
Red-keeled Flowerpecker,Aves,1
Red-knobbed Coot,Aves,1
Red-legged Kittiwake,Aves,1
Red-lored Parrot · Loro Cachetes Amarillos,Aves,1
Red-naped Bushshrike,Aves,1
Red-naped Trogon,Aves,1
Red-necked Nightjar,Aves,1
Red-necked Parrot,Aves,1
Red-rimmed Monkey Tree Frog,Amphibia,1
Red-ruffed Fruitcrow,Aves,1
Red-shafted Flicker,Aves,1
Red-shouldered Spinetail,Aves,1
Red-skirted Tree Frog,Amphibia,1
Red-spectacled Parrot,Aves,1
Red-spotted Newt,Amphibia,1
Remiz pendulinus,Aves,1
Remolinera araucana,Aves,1
Renard volant à lunettes,Mammalia,1
Rendeira,Aves,1
Rhinolophus clivosus,Mammalia,1
Rhinolophus hildebrandtii,Mammalia,1
Rhipidura albicollis,Aves,1
Rhipidura albicollis kinabalu,Aves,1
Rhipidura albogularis albogularis,Aves,1
Rhipidura leucophrys,Aves,1
Rhipidura semicollaris semicollaris,Aves,1
Rhipidure pie,Aves,1
Rhodinocichla rosea,Aves,1
Rhodopsalta cruentata,Insecta,1
Rhodopsalta microdora,Insecta,1
Rhodora,Plantae,1
Rhogeessa aeneus,Mammalia,1
Rhythmic Dainty Frog,Amphibia,1
Ribbed Pine Borer,Insecta,1
Ribboned Rope Squirrel,Mammalia,1
Ribes alpinum,Plantae,1
Riesenbuschbaby,Mammalia,1
Ring-necked Dove,Aves,1
Ring-necked Dove [capicola],Aves,1
Ring-necked duck,Aves,1
Rhinolophes,Mammalia,1
Rhinolophe euryale,Mammalia,1
Rhinoceros Auklet,Aves,1
Rhacocleis annulata,Insecta,1
Renoquet,Amphibia,1
Resonant Cicada,Insecta,1
Restinga Antwren,Aves,1
Restinga Tyrannulet,Aves,1
Reticulate Tree Frog,Amphibia,1
Reticulitermes,Insecta,1
Retrachydes thoracicus,Insecta,1
Revillagigedo Burrowing Owl,Aves,1
Reyezuelo listado,Aves,1
Rhagium inquisitor,Insecta,1
Rhinella poeppigii,Amphibia,1
Rhagodima nigrocincta,Arachnida,1
Rhamnus lycioides,Plantae,1
Rheobates palmatus,Amphibia,1
Rhesus Macaque,Mammalia,1
Rhinella atacamensis,Amphibia,1
Rhinella dorbignyi,Amphibia,1
Rhinella humboldti,Amphibia,1
Rhinella icterica,Amphibia,1
Rhinella limensis,Amphibia,1
Red-faced Warbler,Aves,1
Red-faced Crombec,Aves,1
Plain-tailed Warbling-Finch,Aves,1
Rapaces,Aves,1
Rapazinho-dos-velhos,Aves,1
Rarotonga Monarch,Aves,1
Rasahus hamatus,Insecta,1
Rascador Cejas Verdes,Aves,1
Rascador Cola Verde,Aves,1
Rascador Dorso Verde,Aves,1
Rascador Gorra Canela,Aves,1
Rascador Nuca Blanca,Aves,1
Rascador Oliváceo,Aves,1
Rascador moteado x de collar,Aves,1
Rascador oliváceo,Aves,1
"Rascadores, zacatoneros, juncos y gorriones",Aves,1
Rascón Cara Gris,Aves,1
Rascón Cuello Canela,Aves,1
Ratona Aperdizada,Aves,1
Ratones de campo,Mammalia,1
Rattle Grasshopper,Insecta,1
Rattlebush,Plantae,1
Rattlepods,Plantae,1
Rattray's frog,Amphibia,1
Ratufa affinis affinis,Mammalia,1
Rapazinho-carijó,Aves,1
Rao's Intermediate Golden-backed Frog,Amphibia,1
Red-faced Cisticola,Aves,1
Rantalinnut,Aves,1
Ranas arborícolas y parientes,Amphibia,1
Ranas grillo enanas,Amphibia,1
Ranas manchadas,Amphibia,1
Ranita Caricorta,Amphibia,1
Ranita Común de Lluvia,Amphibia,1
Ranita Cristal de corazón perlado,Amphibia,1
Ranita Hocicuda,Amphibia,1
Ranita Listada,Amphibia,1
Ranita Meridional,Amphibia,1
Ranita Trilineada,Amphibia,1
Ranita Túngara,Amphibia,1
Ranita de San Antón,Amphibia,1
Ranita de pantano,Amphibia,1
Ranita hojarasca,Amphibia,1
Ranita llanera de pantanos,Amphibia,1
Ranita trepadora hocicuda,Amphibia,1
Ranitas de hojarasca,Amphibia,1
Ranoidea caerulea,Amphibia,1
Ranoidea raniformis,Amphibia,1
Ranoidea splendida,Amphibia,1
Ransuil,Aves,1
Ratufa affinis baramensis,Mammalia,1
Raudonpilvė Kūmutė,Amphibia,1
Raymond's Grasshopper,Insecta,1
Razorjaw Ants,Insecta,1
Red-bellied Parrot,Aves,1
Red-bellied cicada,Insecta,1
Red-billed Buffalo-Weaver,Aves,1
Red-billed Francolin,Aves,1
Red-billed Leiothrix,Aves,1
Red-billed Malkoha,Aves,1
Red-billed Oxpecker,Aves,1
Red-billed Pied Tanager,Aves,1
Red-billed Quelea,Aves,1
Red-breasted Chat,Aves,1
Red-breasted Paradise-Kingfisher,Aves,1
Red-breasted Toucan,Aves,1
Red-cheeked Cordonbleu,Aves,1
Red-chested Sunbird,Aves,1
Red-collared Lorikeet,Aves,1
Red-crested Cotinga,Aves,1
Red-crested Finch,Aves,1
Red-crowned Crane,Aves,1
Red-crowned Woodpecker,Aves,1
Red-crowned parakeet,Aves,1
Red-eyed Firetail,Insecta,1
Red-bellied Macaw,Aves,1
Red-bellied Grackle,Aves,1
Red-bearded Bee-eater,Aves,1
Red Squirrel,Mammalia,1
Red Admiral,Insecta,1
Red Avadavat,Aves,1
Red Belly,Insecta,1
Red Belly Cicada,Insecta,1
Red Crossbill (RECR),Aves,1
Red Mason Bee,Insecta,1
Red Phalarope,Aves,1
Red Roarer,Insecta,1
Red Snouted Treefrog (Scinax ruber),Amphibia,1
Red Toad,Amphibia,1
Red-banded Leafhopper,Insecta,1
Red Warbler,Aves,1
Red breasted robin,Aves,1
Red winged black bird,Aves,1
Red-and-white Spinetail,Aves,1
Red-and-yellow Barbet,Aves,1
Red-backed Brood Frog,Amphibia,1
Red-backed Fairywren,Aves,1
Red-backed Flameback,Aves,1
Red-backed Mouse,Mammalia,1
Ringdue,Aves,1
Ringed Woodpecker,Aves,1
Ringelnatter,Reptilia,1
Rufous-bellied Chachalaca,Aves,1
Rufous-bellied Seedsnipe,Aves,1
Rufous-breasted Chat-Tyrant,Aves,1
Rufous-breasted Flycatcher,Aves,1
Rufous-breasted Leaftosser,Aves,1
Rufous-breasted Leaftosser (Rufous-Breasted),Aves,1
Rufous-breasted Spinetail,Aves,1
Rufous-capped Antthrush,Aves,1
Rufous-capped Brushfinch,Aves,1
Rufous-capped Motmot,Aves,1
Rufous-capped Thornbill,Aves,1
Rufous-chested Dotterel,Aves,1
Rufous-crowned Babbler,Aves,1
Rufous-crowned Bee-eater,Aves,1
Rufous-crowned Elaenia,Aves,1
Rufous-crowned Pygmy-Tyrant,Aves,1
Rufous-faced Antbird,Aves,1
Rufous-headed Pygmy-Tyrant,Aves,1
Rufous-necked Foliage-Gleaner,Aves,1
Rufous-necked Laughingthrush,Aves,1
Rufous-rumped Seedeater,Aves,1
Rufous-sided Crake,Aves,1
Rufous-bellied Euphonia,Aves,1
Rufous-banded Owl,Aves,1
Ringtail,Mammalia,1
Rufous-banded Miner,Aves,1
Ruddy Kingfisher,Aves,1
Ruddy Spinetail,Aves,1
Ruddy-breasted Crake,Aves,1
Ruddy-capped Nightingale-Thrush,Aves,1
Ruderalis Marijuana,Plantae,1
Rufescent Screech-Owl,Aves,1
Rufescent Tiger-Heron,Aves,1
Rufocephalus,Insecta,1
Rufou,Aves,1
Rufous Bristlebird,Aves,1
Rufous Fieldwren,Aves,1
Rufous Gnateater,Aves,1
Rufous Limestone Babbler,Aves,1
Rufous Nightjar,Aves,1
Rufous Owl,Aves,1
Rufous Piculet (Common),Aves,1
Rufous Piha,Aves,1
Rufous Woodpecker,Aves,1
Rufous-backed Antvireo,Aves,1
Rufous-backed Inca-Finch,Aves,1
Rufous-backed Sibia,Aves,1
Rufous-tailed Antbird,Aves,1
Rufous-tailed Attila,Aves,1
Rufous-tailed Flycatcher,Aves,1
Rufous-tailed Scrub-Robin,Aves,1
Rusty-backed Spinetail,Aves,1
Rusty-barred Owl,Aves,1
Rusty-breasted Antpitta,Aves,1
Rusty-breasted Antpitta (rara),Aves,1
Rusty-breasted Wren-Babbler,Aves,1
Rusty-capped Fulvetta,Aves,1
Rusty-collared Seedeater,Aves,1
Rusty-crowned Ground-Sparrow,Aves,1
Rusty-fronted Barwing,Aves,1
Rusty-throated Wren-Babbler,Aves,1
Rusty-winged Antwren,Aves,1
Rusty-winged Barbtail,Aves,1
Ryukyu Scops-Owl,Aves,1
Rákosnička Žlutozelená,Amphibia,1
Rákosník Obecný,Aves,1
Rákosníkovití,Aves,1
Râle de Cayenne,Aves,1
Rândunică,Aves,1
Rã de dedos delgados de Savage,Amphibia,1
Rã-Verde,Amphibia,1
Rã-cavadeira,Amphibia,1
Rusty and Brewer's Blackbirds,Aves,1
Rusty Treefrog,Amphibia,1
Rusty Tree Frog,Amphibia,1
Rumena pastirica,Aves,1
Rufous-tailed Tailorbird (Bornean),Aves,1
Rufous-throated Fulvetta,Aves,1
Rufous-throated Partridge,Aves,1
Rufous-throated Solitaire,Aves,1
Rufous-vented Tapaculo,Aves,1
Rufous-vented Tit,Aves,1
Rufous-winged Cisticola,Aves,1
Ruiseñor del Japón,Aves,1
Ruisrääkkä,Aves,1
Rumenoglavi kraljiček,Aves,1
Rustand,Aves,1
Ruokosirkkalintu,Aves,1
Rupicola peruvianus sanguinolentus,Aves,1
Rupornis magnirostris,Aves,1
Russet Bush Warbler,Aves,1
Russet Sparrow,Aves,1
Russet-bellied Spinetail,Aves,1
Russet-crowned Crake,Aves,1
Russet-winged Spadebill,Aves,1
Russian knapweed,Plantae,1
